1,-3.187800,55.944400,20,-3.187518,55.944503,null
2,-3.187518,55.944503,20,-3.187236,55.944605,null
3,-3.187236,55.944605,10,-3.186941,55.944657,null
4,-3.186941,55.944657,30,-3.186681,55.944807,null
5,-3.186681,55.944807,30,-3.186421,55.944957,null
6,-3.186421,55.944957,80,-3.186369,55.945253,null
7,-3.186369,55.945253,80,-3.186317,55.945548,null
8,-3.186317,55.945548,80,-3.186265,55.945844,posts.kicked.universally
9,-3.186265,55.945844,20,-3.185983,55.945946,renew.slows.basket
10,-3.185983,55.945946,20,-3.185701,55.946049,null
11,-3.185701,55.946049,10,-3.185406,55.946101,prime.rent.silk
12,-3.185406,55.946101,330,-3.185146,55.945951,rider.aura.bulb
13,-3.185146,55.945951,310,-3.184953,55.945721,null
14,-3.184953,55.945721,320,-3.184723,55.945528,null
15,-3.184723,55.945528,310,-3.184530,55.945298,settle.title.united
16,-3.184530,55.945298,260,-3.184582,55.945003,null
17,-3.184582,55.945003,270,-3.184582,55.944703,null
18,-3.184582,55.944703,260,-3.184634,55.944408,null
19,-3.184634,55.944408,270,-3.184634,55.944108,null
20,-3.184634,55.944108,260,-3.184687,55.943812,rider.mile.lime
21,-3.184687,55.943812,260,-3.184739,55.943517,null
22,-3.184739,55.943517,260,-3.184791,55.943221,brings.remedy.latter
23,-3.184791,55.943221,190,-3.185086,55.943169,null
24,-3.185086,55.943169,190,-3.185382,55.943117,null
25,-3.185382,55.943117,190,-3.185677,55.943065,toned.deflection.bland
26,-3.185677,55.943065,190,-3.185973,55.943013,null
27,-3.185973,55.943013,190,-3.186268,55.942961,hers.banks.goat
28,-3.186268,55.942961,50,-3.186075,55.943191,null
29,-3.186075,55.943191,50,-3.185882,55.943420,record.sofa.sock
30,-3.185882,55.943420,80,-3.185830,55.943716,null
31,-3.185830,55.943716,80,-3.185778,55.944011,null
32,-3.185778,55.944011,70,-3.185676,55.944293,atoms.vanish.foods
33,-3.185676,55.944293,140,-3.185905,55.944486,null
34,-3.185905,55.944486,150,-3.186165,55.944636,null
35,-3.186165,55.944636,140,-3.186395,55.944829,laws.merit.bleak
36,-3.186395,55.944829,210,-3.186655,55.944679,artist.gets.react
37,-3.186655,55.944679,200,-3.186937,55.944576,null
38,-3.186937,55.944576,190,-3.187232,55.944524,only.fairly.rift
39,-3.187232,55.944524,190,-3.187528,55.944472,null
40,-3.187528,55.944472,200,-3.187809,55.944369,thank.salsa.brain
41,-3.187809,55.944369,310,-3.187617,55.944140,bound.ends.matter
42,-3.187617,55.944140,260,-3.187669,55.943844,null
43,-3.187669,55.943844,250,-3.187771,55.943562,null
44,-3.187771,55.943562,260,-3.187823,55.943267,gums.clock.modes
45,-3.187823,55.943267,190,-3.188119,55.943215,null
46,-3.188119,55.943215,190,-3.188414,55.943163,groups.ideas.script
47,-3.188414,55.943163,170,-3.188710,55.943215,null
48,-3.188710,55.943215,170,-3.189005,55.943267,null
49,-3.189005,55.943267,170,-3.189301,55.943319,null
50,-3.189301,55.943319,170,-3.189596,55.943371,null
51,-3.189596,55.943371,170,-3.189892,55.943423,null
52,-3.189892,55.943423,180,-3.190192,55.943423,arts.dish.scarcely
53,-3.190192,55.943423,240,-3.190342,55.943163,null
54,-3.190342,55.943163,230,-3.190534,55.942934,tonic.bliss.cove
55,-3.190534,55.942934,200,-3.190816,55.942831,null
56,-3.190816,55.942831,190,-3.191112,55.942779,along.spill.limp
57,-3.191112,55.942779,90,-3.191112,55.943079,null
58,-3.191112,55.943079,90,-3.191112,55.943379,null
59,-3.191112,55.943379,90,-3.191112,55.943679,null
60,-3.191112,55.943679,90,-3.191112,55.943979,spicy.bunch.shady
61,-3.191112,55.943979,80,-3.191060,55.944274,paying.crowd.weep
62,-3.191060,55.944274,120,-3.191210,55.944534,null
63,-3.191210,55.944534,120,-3.191360,55.944794,null
64,-3.191360,55.944794,120,-3.191510,55.945054,hills.feels.tunes
65,-3.191510,55.945054,30,-3.191250,55.945204,null
66,-3.191250,55.945204,30,-3.190990,55.945354,null
67,-3.190990,55.945354,30,-3.190730,55.945504,null
68,-3.190730,55.945504,30,-3.190470,55.945654,null
69,-3.190470,55.945654,40,-3.190241,55.945847,null
70,-3.190241,55.945847,30,-3.189981,55.945997,love.behind.orchestra
71,-3.189981,55.945997,280,-3.189929,55.945701,null
72,-3.189929,55.945701,290,-3.189826,55.945419,turkey.limit.ramp
73,-3.189826,55.945419,330,-3.189566,55.945269,null
74,-3.189566,55.945269,330,-3.189306,55.945119,number.exist.rate
75,-3.189306,55.945119,30,-3.189047,55.945269,null
76,-3.189047,55.945269,30,-3.188787,55.945419,shady.soft.phones
77,-3.188787,55.945419,110,-3.188889,55.945701,stops.else.chats
78,-3.188889,55.945701,340,-3.188608,55.945598,null
79,-3.188608,55.945598,340,-3.188326,55.945496,skills.less.herb
80,-3.188326,55.945496,30,-3.188066,55.945646,null
81,-3.188066,55.945646,20,-3.187784,55.945748,null
82,-3.187784,55.945748,30,-3.187524,55.945898,slips.mass.baking
83,-3.187524,55.945898,320,-3.187294,55.945706,null
84,-3.187294,55.945706,320,-3.187064,55.945513,spent.spoon.bolt
85,-3.187064,55.945513,20,-3.186783,55.945615,hidden.handle.softly
86,-3.186783,55.945615,290,-3.186680,55.945334,null
87,-3.186680,55.945334,280,-3.186628,55.945038,null
88,-3.186628,55.945038,50,-3.186435,55.945268,null
89,-3.186435,55.945268,230,-3.186628,55.945038,null
90,-3.186628,55.945038,50,-3.186435,55.945268,null
91,-3.186435,55.945268,230,-3.186628,55.945038,null
92,-3.186628,55.945038,50,-3.186435,55.945268,null
93,-3.186435,55.945268,230,-3.186628,55.945038,null
94,-3.186628,55.945038,50,-3.186435,55.945268,null
95,-3.186435,55.945268,230,-3.186628,55.945038,null
96,-3.186628,55.945038,50,-3.186435,55.945268,null
97,-3.186435,55.945268,230,-3.186628,55.945038,null
98,-3.186628,55.945038,50,-3.186435,55.945268,null
99,-3.186435,55.945268,230,-3.186628,55.945038,null
100,-3.186628,55.945038,50,-3.186435,55.945268,null
101,-3.186435,55.945268,230,-3.186628,55.945038,null
102,-3.186628,55.945038,50,-3.186435,55.945268,null
103,-3.186435,55.945268,230,-3.186628,55.945038,null
104,-3.186628,55.945038,50,-3.186435,55.945268,null
105,-3.186435,55.945268,230,-3.186628,55.945038,null
106,-3.186628,55.945038,50,-3.186435,55.945268,null
107,-3.186435,55.945268,230,-3.186628,55.945038,null
108,-3.186628,55.945038,50,-3.186435,55.945268,null
109,-3.186435,55.945268,210,-3.186695,55.945118,null
110,-3.186695,55.945118,30,-3.186435,55.945268,null
111,-3.186435,55.945268,210,-3.186695,55.945118,null
112,-3.186695,55.945118,30,-3.186435,55.945268,null
113,-3.186435,55.945268,210,-3.186695,55.945118,null
114,-3.186695,55.945118,30,-3.186435,55.945268,null
115,-3.186435,55.945268,210,-3.186695,55.945118,null
116,-3.186695,55.945118,30,-3.186435,55.945268,null
117,-3.186435,55.945268,210,-3.186695,55.945118,null
118,-3.186695,55.945118,30,-3.186435,55.945268,null
119,-3.186435,55.945268,210,-3.186695,55.945118,null
120,-3.186695,55.945118,30,-3.186435,55.945268,null
121,-3.186435,55.945268,210,-3.186695,55.945118,null
122,-3.186695,55.945118,30,-3.186435,55.945268,null
123,-3.186435,55.945268,210,-3.186695,55.945118,null
124,-3.186695,55.945118,30,-3.186435,55.945268,null
125,-3.186435,55.945268,210,-3.186695,55.945118,null
126,-3.186695,55.945118,30,-3.186435,55.945268,null
127,-3.186435,55.945268,210,-3.186695,55.945118,null
128,-3.186695,55.945118,30,-3.186435,55.945268,null
129,-3.186435,55.945268,210,-3.186695,55.945118,null
