1,-3.187800,55.944400,300,-3.187650,55.944140,null
2,-3.187650,55.944140,300,-3.187500,55.943880,null
3,-3.187500,55.943880,290,-3.187397,55.943598,null
4,-3.187397,55.943598,300,-3.187247,55.943339,null
5,-3.187247,55.943339,290,-3.187145,55.943057,null
6,-3.187145,55.943057,300,-3.186995,55.942797,strut.river.surely
7,-3.186995,55.942797,110,-3.187097,55.943079,null
8,-3.187097,55.943079,120,-3.187247,55.943339,null
9,-3.187247,55.943339,110,-3.187350,55.943621,shut.stands.media
10,-3.187350,55.943621,50,-3.187157,55.943850,renew.ears.tend
11,-3.187157,55.943850,100,-3.187209,55.944146,null
12,-3.187209,55.944146,110,-3.187312,55.944428,only.fairly.rift
13,-3.187312,55.944428,180,-3.187612,55.944428,thank.salsa.brain
14,-3.187612,55.944428,210,-3.187872,55.944278,null
15,-3.187872,55.944278,210,-3.188131,55.944128,rush.crown.link
16,-3.188131,55.944128,270,-3.188131,55.943828,cubs.trucks.help
17,-3.188131,55.943828,240,-3.188281,55.943568,null
18,-3.188281,55.943568,230,-3.188474,55.943338,null
19,-3.188474,55.943338,240,-3.188624,55.943078,groups.ideas.script
20,-3.188624,55.943078,100,-3.188676,55.943374,system.speak.guard
21,-3.188676,55.943374,120,-3.188826,55.943634,null
22,-3.188826,55.943634,120,-3.188976,55.943893,null
23,-3.188976,55.943893,120,-3.189126,55.944153,spoon.invest.every
24,-3.189126,55.944153,190,-3.189422,55.944101,null
25,-3.189422,55.944101,180,-3.189722,55.944101,cliff.asleep.wedge
26,-3.189722,55.944101,210,-3.189982,55.943951,null
27,-3.189982,55.943951,220,-3.190211,55.943758,sculpture.shot.melon
28,-3.190211,55.943758,290,-3.190109,55.943476,null
29,-3.190109,55.943476,290,-3.190006,55.943194,null
30,-3.190006,55.943194,290,-3.189904,55.942913,null
31,-3.189904,55.942913,300,-3.189754,55.942653,hooked.shine.third
32,-3.189754,55.942653,160,-3.190036,55.942755,null
33,-3.190036,55.942755,150,-3.190295,55.942905,null
34,-3.190295,55.942905,160,-3.190577,55.943008,relate.chill.vest
35,-3.190577,55.943008,200,-3.190859,55.942905,null
36,-3.190859,55.942905,210,-3.191119,55.942755,along.spill.limp
37,-3.191119,55.942755,100,-3.191171,55.943051,else.urban.museum
38,-3.191171,55.943051,90,-3.191171,55.943351,meal.feed.large
39,-3.191171,55.943351,80,-3.191119,55.943646,null
40,-3.191119,55.943646,90,-3.191119,55.943946,spicy.bunch.shady
41,-3.191119,55.943946,80,-3.191067,55.944242,paying.crowd.weep
42,-3.191067,55.944242,90,-3.191067,55.944542,null
43,-3.191067,55.944542,90,-3.191067,55.944842,null
44,-3.191067,55.944842,90,-3.191067,55.945142,null
45,-3.191067,55.945142,100,-3.191119,55.945437,null
46,-3.191119,55.945437,90,-3.191119,55.945737,null
47,-3.191119,55.945737,100,-3.191171,55.946033,simple.rust.audio
48,-3.191171,55.946033,350,-3.190876,55.945980,null
49,-3.190876,55.945980,350,-3.190580,55.945928,null
50,-3.190580,55.945928,350,-3.190285,55.945876,null
51,-3.190285,55.945876,350,-3.189989,55.945824,null
52,-3.189989,55.945824,350,-3.189694,55.945772,null
53,-3.189694,55.945772,0,-3.189394,55.945772,null
54,-3.189394,55.945772,340,-3.189112,55.945669,null
55,-3.189112,55.945669,0,-3.188812,55.945669,stops.else.chats
56,-3.188812,55.945669,340,-3.188530,55.945567,null
57,-3.188530,55.945567,350,-3.188235,55.945515,skills.less.herb
58,-3.188235,55.945515,0,-3.187935,55.945515,null
59,-3.187935,55.945515,0,-3.187635,55.945515,null
60,-3.187635,55.945515,0,-3.187335,55.945515,null
61,-3.187335,55.945515,10,-3.187039,55.945567,null
62,-3.187039,55.945567,310,-3.186846,55.945337,null
63,-3.186846,55.945337,300,-3.186696,55.945077,dragon.bottle.crisp
64,-3.186696,55.945077,60,-3.186546,55.945337,null
65,-3.186546,55.945337,60,-3.186396,55.945597,posts.kicked.universally
66,-3.186396,55.945597,40,-3.186167,55.945790,null
67,-3.186167,55.945790,30,-3.185907,55.945940,renew.slows.basket
68,-3.185907,55.945940,330,-3.185647,55.945790,shed.desire.muddy
69,-3.185647,55.945790,340,-3.185365,55.945687,null
70,-3.185365,55.945687,340,-3.185083,55.945584,null
71,-3.185083,55.945584,330,-3.184823,55.945434,null
72,-3.184823,55.945434,340,-3.184541,55.945332,settle.title.united
73,-3.184541,55.945332,240,-3.184691,55.945072,null
74,-3.184691,55.945072,240,-3.184841,55.944812,slide.leads.stores
75,-3.184841,55.944812,210,-3.185101,55.944662,acid.chair.butter
76,-3.185101,55.944662,280,-3.185049,55.944367,null
77,-3.185049,55.944367,280,-3.184997,55.944071,null
78,-3.184997,55.944071,270,-3.184997,55.943771,null
79,-3.184997,55.943771,280,-3.184945,55.943476,sentences.sings.modern
80,-3.184945,55.943476,140,-3.185175,55.943669,null
81,-3.185175,55.943669,140,-3.185405,55.943862,manliness.poem.cliff
82,-3.185405,55.943862,150,-3.185664,55.944012,null
83,-3.185664,55.944012,150,-3.185924,55.944162,organs.shape.fantastic
84,-3.185924,55.944162,250,-3.186027,55.943880,teams.mild.played
85,-3.186027,55.943880,170,-3.186322,55.943932,null
86,-3.186322,55.943932,170,-3.186618,55.943984,null
87,-3.186618,55.943984,170,-3.186913,55.944036,null
88,-3.186913,55.944036,160,-3.187195,55.944139,null
89,-3.187195,55.944139,160,-3.187477,55.944241,null
90,-3.187477,55.944241,150,-3.187737,55.944391,null
